Source,Target,Type,Weight
2038,b,Undirected,293
2039,b,Undirected,193
2040,b,Undirected,882
2041,b,Undirected,852
2042,b,Undirected,232
2043,b,Undirected,209
2044,b,Undirected,224
2045,b,Undirected,234
2046,b,Undirected,343
2047,b,Undirected,2351
2048,b,Undirected,438
2049,b,Undirected,410
2050,b,Undirected,542
2051,b,Undirected,231
2052,b,Undirected,188
2053,b,Undirected,722
2054,b,Undirected,672
2055,b,Undirected,766
2056,b,Undirected,340
2057,b,Undirected,387
2058,b,Undirected,1227
2059,b,Undirected,768
2060,b,Undirected,822
2061,b,Undirected,1004
2062,b,Undirected,351
2063,b,Undirected,1004
2064,b,Undirected,262
2065,b,Undirected,186
2066,b,Undirected,390
2067,b,Undirected,122
2068,b,Undirected,261
2069,b,Undirected,1460
2070,b,Undirected,387
2071,b,Undirected,217
2072,b,Undirected,397
2073,b,Undirected,317
2074,b,Undirected,639
2075,b,Undirected,4702
2076,b,Undirected,1862
2077,b,Undirected,779
2078,b,Undirected,3017
2079,b,Undirected,644
2080,b,Undirected,585
2081,b,Undirected,2310
2082,b,Undirected,1598
2083,b,Undirected,1429
2084,b,Undirected,1510
2085,b,Undirected,752
2086,b,Undirected,1801
2087,b,Undirected,10110
2088,b,Undirected,1334
2089,b,Undirected,7027
2090,b,Undirected,643
2091,b,Undirected,1442
2092,b,Undirected,680
2093,b,Undirected,718
2094,b,Undirected,640
2095,b,Undirected,1901
2096,b,Undirected,281
2097,b,Undirected,334
2098,b,Undirected,155
2099,b,Undirected,716
2100,b,Undirected,997
2101,b,Undirected,286
2102,b,Undirected,551
2103,b,Undirected,387
2104,b,Undirected,325
2105,b,Undirected,207
2106,b,Undirected,209
2107,b,Undirected,300
2108,b,Undirected,389
2109,b,Undirected,453
2110,b,Undirected,379
2111,b,Undirected,1553
2112,b,Undirected,4291
2113,b,Undirected,1511
2114,b,Undirected,383
2115,b,Undirected,495
2116,b,Undirected,800
2117,b,Undirected,184
2118,b,Undirected,197
2119,b,Undirected,214
2120,b,Undirected,359
2121,b,Undirected,148
2122,b,Undirected,1117
2123,b,Undirected,754
2124,b,Undirected,1388
2125,b,Undirected,759
2126,b,Undirected,963
2127,b,Undirected,1429
2128,b,Undirected,1060
2129,b,Undirected,283
2130,b,Undirected,213
2131,b,Undirected,113
2132,b,Undirected,147
2133,b,Undirected,171
2134,b,Undirected,132
2135,b,Undirected,1066
2136,b,Undirected,399
2137,b,Undirected,690
2138,b,Undirected,786
2139,b,Undirected,465
2140,b,Undirected,351
2141,b,Undirected,298
2142,b,Undirected,724
2143,b,Undirected,880
2144,b,Undirected,483
2145,b,Undirected,726
2146,b,Undirected,397
2147,b,Undirected,419
2148,b,Undirected,1143
2149,b,Undirected,158
2150,b,Undirected,258
2151,b,Undirected,131
2152,b,Undirected,575
2153,b,Undirected,2837
2154,b,Undirected,313
2155,b,Undirected,238
2156,b,Undirected,170
2157,b,Undirected,856
2158,b,Undirected,836
2159,b,Undirected,1701
2160,b,Undirected,901
2161,b,Undirected,1324
2162,b,Undirected,258
2163,b,Undirected,410
2164,b,Undirected,475
2165,b,Undirected,252
2166,b,Undirected,159
2167,b,Undirected,694
2168,b,Undirected,756
2169,b,Undirected,968
2170,b,Undirected,258
2171,b,Undirected,251
2172,b,Undirected,1133
2173,b,Undirected,702
2174,b,Undirected,340
2175,b,Undirected,226
2176,b,Undirected,160
2177,b,Undirected,310
2178,b,Undirected,1409
2179,b,Undirected,6215
2180,b,Undirected,705
2181,b,Undirected,345
2182,b,Undirected,349
2183,b,Undirected,169
2184,b,Undirected,292
2185,b,Undirected,2456
2186,b,Undirected,568
2187,b,Undirected,362
2188,b,Undirected,400
2189,b,Undirected,201
2190,b,Undirected,287
2191,b,Undirected,200
2192,b,Undirected,179
2193,b,Undirected,147
2194,b,Undirected,108
2195,b,Undirected,133
2196,b,Undirected,152
2197,b,Undirected,154
2198,b,Undirected,856
2199,b,Undirected,127
2200,b,Undirected,111
2201,b,Undirected,118
2202,b,Undirected,127
2203,b,Undirected,952
2204,b,Undirected,4971
2205,b,Undirected,496
2206,b,Undirected,220
2207,b,Undirected,246
2208,b,Undirected,612
2209,b,Undirected,340
2210,b,Undirected,534
2211,b,Undirected,298
2212,b,Undirected,418
2213,b,Undirected,512
2214,b,Undirected,2274
2215,b,Undirected,336
2216,b,Undirected,184
2217,b,Undirected,162
2218,b,Undirected,385
2219,b,Undirected,211
2220,b,Undirected,372
2221,b,Undirected,698
2222,b,Undirected,247
2223,b,Undirected,999
2224,b,Undirected,1385
2225,b,Undirected,547
2226,b,Undirected,249
2227,b,Undirected,313
2228,b,Undirected,272
2229,b,Undirected,761
2230,b,Undirected,351
2231,b,Undirected,503
2232,b,Undirected,576
2233,b,Undirected,415
2234,b,Undirected,764
2235,b,Undirected,552
2236,b,Undirected,367
2237,b,Undirected,386
2238,b,Undirected,831
2239,b,Undirected,254
2240,b,Undirected,228
2241,b,Undirected,347
2242,b,Undirected,282
2243,b,Undirected,745
2244,b,Undirected,263
2245,b,Undirected,183
2246,b,Undirected,243
2247,b,Undirected,439
2248,b,Undirected,2002
2249,b,Undirected,827
2250,b,Undirected,1520
2251,b,Undirected,787
2252,b,Undirected,165
2253,b,Undirected,232
2254,b,Undirected,206
2255,b,Undirected,546
2256,b,Undirected,299
2257,b,Undirected,606
2258,b,Undirected,680
2259,b,Undirected,4277
2260,b,Undirected,530
2261,b,Undirected,350
2262,b,Undirected,275
2263,b,Undirected,1242
2264,b,Undirected,1025
2265,b,Undirected,2701
2266,b,Undirected,388
2267,b,Undirected,1303
2268,b,Undirected,543
2269,b,Undirected,475
2270,b,Undirected,4514
2271,b,Undirected,1683
2272,b,Undirected,4938
2273,b,Undirected,479
2274,b,Undirected,246
2275,b,Undirected,273
2276,b,Undirected,294
2277,b,Undirected,281
2278,b,Undirected,215
2279,b,Undirected,284
2280,b,Undirected,558
2281,b,Undirected,966
2282,b,Undirected,1402
2283,b,Undirected,628
2284,b,Undirected,486
2285,b,Undirected,385
2286,b,Undirected,186
2287,b,Undirected,704
2288,b,Undirected,1371
2289,b,Undirected,428
2290,b,Undirected,593
2291,b,Undirected,275
2292,b,Undirected,202
2293,b,Undirected,1138
2294,b,Undirected,231
2295,b,Undirected,387
2296,b,Undirected,988
2297,b,Undirected,686
2298,b,Undirected,1733
2299,b,Undirected,588
2300,b,Undirected,637
2301,b,Undirected,324
2302,b,Undirected,633
2303,b,Undirected,105
2304,b,Undirected,185
2305,b,Undirected,225
2306,b,Undirected,774
2307,b,Undirected,308
2308,b,Undirected,585
2309,b,Undirected,1894
2310,b,Undirected,613
2311,b,Undirected,248
2312,b,Undirected,641
2313,b,Undirected,142
2314,b,Undirected,206
2315,b,Undirected,2702
2316,b,Undirected,479
2317,b,Undirected,1387
2318,b,Undirected,512
2319,b,Undirected,1095
2320,b,Undirected,777
2321,b,Undirected,238
2322,b,Undirected,160
2323,b,Undirected,218
2324,b,Undirected,179
2325,b,Undirected,234
2326,b,Undirected,293
2327,b,Undirected,259
2328,b,Undirected,345
2329,b,Undirected,260
2330,b,Undirected,186
2331,b,Undirected,235
2332,b,Undirected,159
2333,b,Undirected,123
2334,b,Undirected,319
2335,b,Undirected,679
2336,b,Undirected,1976
2337,b,Undirected,284
2338,b,Undirected,491
2339,b,Undirected,348
2340,b,Undirected,344
2341,b,Undirected,270
2342,b,Undirected,704
2343,b,Undirected,475
2344,b,Undirected,902
2345,b,Undirected,166
2346,b,Undirected,168
2347,b,Undirected,177
2348,b,Undirected,226
2349,b,Undirected,253
2350,b,Undirected,1153
2351,b,Undirected,597
2352,b,Undirected,282
2353,b,Undirected,448
2354,b,Undirected,385
2355,b,Undirected,494
2356,b,Undirected,306
2357,b,Undirected,220
2358,b,Undirected,1012
2359,b,Undirected,732
2360,b,Undirected,1071
2361,b,Undirected,729
2362,b,Undirected,1896
2363,b,Undirected,429
2364,b,Undirected,624
2365,b,Undirected,588
2366,b,Undirected,446
2367,b,Undirected,572
2368,b,Undirected,469
2369,b,Undirected,671
2370,b,Undirected,1151
2371,b,Undirected,637
2372,b,Undirected,560
2373,b,Undirected,917
2374,b,Undirected,1178
2375,b,Undirected,400
2376,b,Undirected,373
2377,b,Undirected,201
2378,b,Undirected,485
2379,b,Undirected,187
2380,b,Undirected,215
2381,b,Undirected,1631
2382,b,Undirected,3536
2383,b,Undirected,1269
2384,b,Undirected,837
2385,b,Undirected,980
2386,b,Undirected,316
2387,b,Undirected,1201
2388,b,Undirected,654
2389,b,Undirected,776
2390,b,Undirected,1133
2391,b,Undirected,644
2392,b,Undirected,333
2393,b,Undirected,689
2394,b,Undirected,303
2395,b,Undirected,476
2396,b,Undirected,1029
2397,b,Undirected,664
2398,b,Undirected,481
2399,b,Undirected,437
2400,b,Undirected,256
2401,b,Undirected,219
2402,b,Undirected,1653
2403,b,Undirected,1337
2404,b,Undirected,527
2405,b,Undirected,594
2406,b,Undirected,689
2407,b,Undirected,1190
2408,b,Undirected,524
2409,b,Undirected,250
2410,b,Undirected,312
2411,b,Undirected,322
2412,b,Undirected,315
2413,b,Undirected,1122
2414,b,Undirected,1503
2415,b,Undirected,437
2416,b,Undirected,309
2417,b,Undirected,239
2418,b,Undirected,172
2419,b,Undirected,83
2420,b,Undirected,214
2421,b,Undirected,615
2422,b,Undirected,404
2423,b,Undirected,1631
2424,b,Undirected,621
2425,b,Undirected,763
2426,b,Undirected,579
2427,b,Undirected,1158
2428,b,Undirected,339
2429,b,Undirected,525
2430,b,Undirected,282
2431,b,Undirected,216
2432,b,Undirected,476
2433,b,Undirected,921
2434,b,Undirected,1316
2435,b,Undirected,620
2436,b,Undirected,237
2437,b,Undirected,161
2438,b,Undirected,161
2439,b,Undirected,425
2440,b,Undirected,238
2441,b,Undirected,1242
2442,b,Undirected,947
2443,b,Undirected,405
2444,b,Undirected,307
2445,b,Undirected,194
2446,b,Undirected,165
2447,b,Undirected,496
2448,b,Undirected,172
2449,b,Undirected,180
2450,b,Undirected,201
2451,b,Undirected,165
2452,b,Undirected,1237
2453,b,Undirected,949
2454,b,Undirected,361
2455,b,Undirected,166
2456,b,Undirected,260
2457,b,Undirected,253
2458,b,Undirected,964
2459,b,Undirected,399
2460,b,Undirected,239
2461,b,Undirected,596
2462,b,Undirected,422
2463,b,Undirected,1064
2464,b,Undirected,528
2465,b,Undirected,321
2466,b,Undirected,710
2467,b,Undirected,493
2468,b,Undirected,755
2469,b,Undirected,1167
2470,b,Undirected,762
2471,b,Undirected,256
2472,b,Undirected,421
2473,b,Undirected,305
2474,b,Undirected,215
2475,b,Undirected,927
2476,b,Undirected,322
2477,b,Undirected,452
2478,b,Undirected,153
2479,b,Undirected,147
2480,b,Undirected,169
2481,b,Undirected,207
2482,b,Undirected,204
2483,b,Undirected,308
2484,b,Undirected,940
2485,b,Undirected,1935
2486,b,Undirected,2512
2487,b,Undirected,1180
2488,b,Undirected,898
2489,b,Undirected,659
2490,b,Undirected,686
2491,b,Undirected,352
2492,b,Undirected,502
2493,b,Undirected,357
2494,b,Undirected,334
2495,b,Undirected,477
2496,b,Undirected,307
2497,b,Undirected,572
2498,b,Undirected,522
2499,b,Undirected,460
2500,b,Undirected,202
2501,b,Undirected,299
2502,b,Undirected,966
2503,b,Undirected,582
2504,b,Undirected,736
2505,b,Undirected,1678
2506,b,Undirected,433
2507,b,Undirected,333
2508,b,Undirected,164
2509,b,Undirected,630
2510,b,Undirected,233
2511,b,Undirected,214
2512,b,Undirected,187
2513,b,Undirected,183
2514,b,Undirected,222
2515,b,Undirected,239
2516,b,Undirected,476
2517,b,Undirected,408
2518,b,Undirected,799
2519,b,Undirected,218
2520,b,Undirected,217
2521,b,Undirected,179
2522,b,Undirected,265
2523,b,Undirected,205
2524,b,Undirected,247
2525,b,Undirected,340
2526,b,Undirected,155
2527,b,Undirected,166
2528,b,Undirected,885
2529,b,Undirected,662
2530,b,Undirected,1068
2531,b,Undirected,398
2532,b,Undirected,299
2533,b,Undirected,769
2534,b,Undirected,146
2535,b,Undirected,108
2536,b,Undirected,228
2537,b,Undirected,343
2538,b,Undirected,410
2539,b,Undirected,745
2540,b,Undirected,1234
2541,b,Undirected,7459
2542,b,Undirected,731
2543,b,Undirected,237
2544,b,Undirected,616
2545,b,Undirected,1068
2546,b,Undirected,818
2547,b,Undirected,1418
2548,b,Undirected,749
2549,b,Undirected,357
2550,b,Undirected,236
2551,b,Undirected,282
2552,b,Undirected,276
2553,b,Undirected,881
2554,b,Undirected,566
2555,b,Undirected,291
2556,b,Undirected,473
2557,b,Undirected,144
2558,b,Undirected,203
2559,b,Undirected,1821
2560,b,Undirected,1182
2561,b,Undirected,402
2562,b,Undirected,374
2563,b,Undirected,200
2564,b,Undirected,264
2565,b,Undirected,187
2566,b,Undirected,548
2567,b,Undirected,473
2568,b,Undirected,185
2569,b,Undirected,490
2570,b,Undirected,448
2571,b,Undirected,157
2572,b,Undirected,240
2573,b,Undirected,168
2574,b,Undirected,148
2575,b,Undirected,131
2576,b,Undirected,108
2577,b,Undirected,132
2578,b,Undirected,171
2579,b,Undirected,437
2580,b,Undirected,155
2581,b,Undirected,157
2582,b,Undirected,458
2583,b,Undirected,887
2584,b,Undirected,358
2585,b,Undirected,227
2586,b,Undirected,305
2587,b,Undirected,174
2588,b,Undirected,313
2589,b,Undirected,168
2590,b,Undirected,154
2591,b,Undirected,296
2592,b,Undirected,168
2593,b,Undirected,637
2594,b,Undirected,466
2595,b,Undirected,193
2596,b,Undirected,196
2597,b,Undirected,156
2598,b,Undirected,147
2599,b,Undirected,106
2600,b,Undirected,135
2601,b,Undirected,121
2602,b,Undirected,285
2603,b,Undirected,1193
2604,b,Undirected,1874
2605,b,Undirected,640
2606,b,Undirected,1226
2607,b,Undirected,390
2608,b,Undirected,1336
2609,b,Undirected,641
2610,b,Undirected,832
2611,b,Undirected,315
2612,b,Undirected,379
2613,b,Undirected,355
2614,b,Undirected,369
2615,b,Undirected,1526
2616,b,Undirected,781
2617,b,Undirected,258
2618,b,Undirected,244
2619,b,Undirected,1113
2620,b,Undirected,274
2621,b,Undirected,160
2622,b,Undirected,625
2623,b,Undirected,2253
2624,b,Undirected,208
2625,b,Undirected,156
2626,b,Undirected,135
2627,b,Undirected,102
2628,b,Undirected,164
2629,b,Undirected,167
2630,b,Undirected,112
2631,b,Undirected,137
2632,b,Undirected,376
2633,b,Undirected,215
2634,b,Undirected,172
2635,b,Undirected,212
2636,b,Undirected,166
2637,b,Undirected,242
2638,b,Undirected,269
2639,b,Undirected,655
2640,b,Undirected,1001
2641,b,Undirected,327
2642,b,Undirected,413
2643,b,Undirected,233
2644,b,Undirected,272
2645,b,Undirected,194
2646,b,Undirected,174
2647,b,Undirected,749
2648,b,Undirected,483
2649,b,Undirected,361
2650,b,Undirected,693
2651,b,Undirected,340
2652,b,Undirected,229
2653,b,Undirected,698
2654,b,Undirected,200
2655,b,Undirected,268
2656,b,Undirected,185
2657,b,Undirected,322
2658,b,Undirected,367
2659,b,Undirected,485
2660,b,Undirected,212
2661,b,Undirected,138
2662,b,Undirected,154
2663,b,Undirected,198
2664,b,Undirected,145
2665,b,Undirected,155
2666,b,Undirected,338
2667,b,Undirected,182
2668,b,Undirected,470
2669,b,Undirected,158
2670,b,Undirected,1687
2671,b,Undirected,673
2672,b,Undirected,396
2673,b,Undirected,399
2674,b,Undirected,493
2675,b,Undirected,951
2676,b,Undirected,304
2677,b,Undirected,654
2678,b,Undirected,222
2679,b,Undirected,369
2680,b,Undirected,425
2681,b,Undirected,170
2682,b,Undirected,2007
2683,b,Undirected,586
2684,b,Undirected,402
2685,b,Undirected,278
2686,b,Undirected,160
2687,b,Undirected,178
2688,b,Undirected,512
2689,b,Undirected,386
2690,b,Undirected,248
2691,b,Undirected,207
2692,b,Undirected,521
2693,b,Undirected,530
2694,b,Undirected,1051
2695,b,Undirected,518
2696,b,Undirected,2199
2697,b,Undirected,396
2698,b,Undirected,283
2699,b,Undirected,216
2700,b,Undirected,291
2701,b,Undirected,258
2702,b,Undirected,381
2703,b,Undirected,199
2704,b,Undirected,287
2705,b,Undirected,170
2706,b,Undirected,120
2707,b,Undirected,165
2708,b,Undirected,148
2709,b,Undirected,192
2710,b,Undirected,165
2711,b,Undirected,108
2712,b,Undirected,173
2713,b,Undirected,810
2714,b,Undirected,542
2715,b,Undirected,507
2716,b,Undirected,828
2717,b,Undirected,480
2718,b,Undirected,560
2719,b,Undirected,288
2720,b,Undirected,290
2721,b,Undirected,379
2722,b,Undirected,355
2723,b,Undirected,205
2724,b,Undirected,2356
2725,b,Undirected,269
2726,b,Undirected,272
2727,b,Undirected,374
2728,b,Undirected,342
2729,b,Undirected,1612
2730,b,Undirected,2413
2731,b,Undirected,891
2732,b,Undirected,1810
2733,b,Undirected,4926
2734,b,Undirected,553
2735,b,Undirected,279
2736,b,Undirected,214
2737,b,Undirected,226
2738,b,Undirected,159
2739,b,Undirected,178
2740,b,Undirected,957
2741,b,Undirected,468
2742,b,Undirected,178
2743,b,Undirected,163
2744,b,Undirected,177
2745,b,Undirected,369
2746,b,Undirected,204
2747,b,Undirected,645
2748,b,Undirected,305
2749,b,Undirected,523
2750,b,Undirected,409
2751,b,Undirected,645
2752,b,Undirected,5447
2753,b,Undirected,293
2754,b,Undirected,254
2755,b,Undirected,416
2756,b,Undirected,1748
2757,b,Undirected,2049
2758,b,Undirected,275
2759,b,Undirected,496
2760,b,Undirected,790
2761,b,Undirected,456
2762,b,Undirected,1868
2763,b,Undirected,593
2764,b,Undirected,1395
2765,b,Undirected,621
2766,b,Undirected,545
2767,b,Undirected,469
2768,b,Undirected,754
2769,b,Undirected,524
2770,b,Undirected,834
2771,b,Undirected,533
2772,b,Undirected,588
2773,b,Undirected,483
2774,b,Undirected,451
2775,b,Undirected,232
2776,b,Undirected,316
2777,b,Undirected,119
2778,b,Undirected,267
2779,b,Undirected,1241
2780,b,Undirected,292
2781,b,Undirected,189
2782,b,Undirected,403
2783,b,Undirected,200
2784,b,Undirected,214
2785,b,Undirected,176
2786,b,Undirected,383
2787,b,Undirected,147
2788,b,Undirected,228
2789,b,Undirected,1827
2790,b,Undirected,195
2791,b,Undirected,190
2792,b,Undirected,251
2793,b,Undirected,180
2794,b,Undirected,254
2795,b,Undirected,788
2796,b,Undirected,592
2797,b,Undirected,696
2798,b,Undirected,2262
2799,b,Undirected,964
2800,b,Undirected,1030
2801,b,Undirected,984
2802,b,Undirected,413
2803,b,Undirected,413
2804,b,Undirected,277
2805,b,Undirected,1374
2806,b,Undirected,727
2807,b,Undirected,857
2808,b,Undirected,1153
2809,b,Undirected,1475
2810,b,Undirected,3039
2811,b,Undirected,775
2812,b,Undirected,489
2813,b,Undirected,724
2814,b,Undirected,928
2815,b,Undirected,649
2816,b,Undirected,900
2817,b,Undirected,353
2818,b,Undirected,323
2819,b,Undirected,183
2820,b,Undirected,189
2821,b,Undirected,169
2822,b,Undirected,612
2823,b,Undirected,293
2824,b,Undirected,422
2825,b,Undirected,580
2826,b,Undirected,1933
2827,b,Undirected,573
2828,b,Undirected,247
2829,b,Undirected,224
2830,b,Undirected,140
2831,b,Undirected,224
2832,b,Undirected,151
2833,b,Undirected,191
2834,b,Undirected,337
2835,b,Undirected,180
2836,b,Undirected,136
2837,b,Undirected,149
2838,b,Undirected,254
2839,b,Undirected,372
2840,b,Undirected,395
2841,b,Undirected,913
2842,b,Undirected,335
2843,b,Undirected,313
2844,b,Undirected,656
2845,b,Undirected,875
2846,b,Undirected,551
2847,b,Undirected,1576
2848,b,Undirected,324
2849,b,Undirected,249
2850,b,Undirected,134
2851,b,Undirected,892
2852,b,Undirected,227
2853,b,Undirected,822
2854,b,Undirected,399
2855,b,Undirected,431
2856,b,Undirected,802
2857,b,Undirected,249
2858,b,Undirected,1332
2859,b,Undirected,330
2860,b,Undirected,260
2861,b,Undirected,736
2862,b,Undirected,220
2863,b,Undirected,138
2864,b,Undirected,182
2865,b,Undirected,134
2866,b,Undirected,1858
2867,b,Undirected,222
2868,b,Undirected,210
2869,b,Undirected,178
2870,b,Undirected,985
2871,b,Undirected,469
2872,b,Undirected,373
2873,b,Undirected,389
2874,b,Undirected,250
2875,b,Undirected,189
2876,b,Undirected,242
2877,b,Undirected,265
2878,b,Undirected,405
2879,b,Undirected,213
2880,b,Undirected,265
2881,b,Undirected,177
2882,b,Undirected,675
2883,b,Undirected,177
2884,b,Undirected,169
2885,b,Undirected,279
2886,b,Undirected,123
2887,b,Undirected,744
2888,b,Undirected,561
2889,b,Undirected,340
2890,b,Undirected,392
2891,b,Undirected,207
2892,b,Undirected,295
2893,b,Undirected,890
2894,b,Undirected,527
2895,b,Undirected,321
2896,b,Undirected,373
2897,b,Undirected,283
2898,b,Undirected,556
2899,b,Undirected,441
2900,b,Undirected,610
2901,b,Undirected,865
2902,b,Undirected,304
2903,b,Undirected,1287
2904,b,Undirected,228
2905,b,Undirected,404
2906,b,Undirected,287
2907,b,Undirected,204
2908,b,Undirected,175
2909,b,Undirected,156
2910,b,Undirected,276
2911,b,Undirected,201
2912,b,Undirected,185
2913,b,Undirected,198
2914,b,Undirected,145
2915,b,Undirected,78
2916,b,Undirected,89
2917,b,Undirected,139
2918,b,Undirected,170
2919,b,Undirected,143
2920,b,Undirected,133
2921,b,Undirected,102
2922,b,Undirected,1009
2923,b,Undirected,412
2924,b,Undirected,410
2925,b,Undirected,677
2926,b,Undirected,298
2927,b,Undirected,649
2928,b,Undirected,678
2929,b,Undirected,344
2930,b,Undirected,240
2931,b,Undirected,308
2932,b,Undirected,399
2933,b,Undirected,216
2934,b,Undirected,213
2935,b,Undirected,164
2936,b,Undirected,138
2937,b,Undirected,105
2938,b,Undirected,239
2939,b,Undirected,141
2940,b,Undirected,131
2941,b,Undirected,886
2942,b,Undirected,517
2943,b,Undirected,857
2944,b,Undirected,450
2945,b,Undirected,285
2946,b,Undirected,286
2947,b,Undirected,1479
2948,b,Undirected,334
2949,b,Undirected,353
2950,b,Undirected,1223
2951,b,Undirected,787
2952,b,Undirected,492
2953,b,Undirected,250
2954,b,Undirected,605
2955,b,Undirected,258
2956,b,Undirected,714
2957,b,Undirected,211
2958,b,Undirected,193
2959,b,Undirected,225
2960,b,Undirected,182
2961,b,Undirected,212
2962,b,Undirected,165
2963,b,Undirected,187
2964,b,Undirected,111
2965,b,Undirected,234
2966,b,Undirected,487
2967,b,Undirected,293
2968,b,Undirected,545
2969,b,Undirected,533
2970,b,Undirected,168
2971,b,Undirected,484
2972,b,Undirected,911
2973,b,Undirected,504
2974,b,Undirected,194
2975,b,Undirected,392
2976,b,Undirected,990
2977,b,Undirected,319
2978,b,Undirected,429
2979,b,Undirected,185
2980,b,Undirected,248
2981,b,Undirected,367
2982,b,Undirected,324
2983,b,Undirected,262
2984,b,Undirected,287
2985,b,Undirected,227
2986,b,Undirected,334
2987,b,Undirected,192
2988,b,Undirected,174
2989,b,Undirected,1452
2990,b,Undirected,263
2991,b,Undirected,160
2992,b,Undirected,324
2993,b,Undirected,156
2994,b,Undirected,127
2995,b,Undirected,159
2996,b,Undirected,1050
2997,b,Undirected,163
2998,b,Undirected,330
2999,b,Undirected,176
3000,b,Undirected,285
3001,b,Undirected,446
3002,b,Undirected,153
3003,b,Undirected,91
3004,b,Undirected,91
3005,b,Undirected,69
3006,b,Undirected,97
3007,b,Undirected,88
3008,b,Undirected,62
3009,b,Undirected,62
3010,b,Undirected,59
3011,b,Undirected,58
3012,b,Undirected,88
3013,b,Undirected,71
3014,b,Undirected,66
3015,b,Undirected,68
3016,b,Undirected,62
3017,b,Undirected,64
3018,b,Undirected,94
3019,b,Undirected,94
3020,b,Undirected,97
3021,b,Undirected,81
3022,b,Undirected,75
3023,b,Undirected,88
3024,b,Undirected,78
3025,b,Undirected,90
3026,b,Undirected,67
3027,b,Undirected,62
3028,b,Undirected,100
3029,b,Undirected,68
3030,b,Undirected,106
3031,b,Undirected,99
3032,b,Undirected,57
3033,b,Undirected,83
3034,b,Undirected,91
3035,b,Undirected,90
3036,b,Undirected,244
3037,b,Undirected,68
3038,b,Undirected,102
3039,b,Undirected,179
3040,b,Undirected,95
3041,b,Undirected,87
3042,b,Undirected,90
3043,b,Undirected,110
3044,b,Undirected,88
3045,b,Undirected,165
3046,b,Undirected,106
3047,b,Undirected,136
3048,b,Undirected,114
3049,b,Undirected,133
3050,b,Undirected,128
3051,b,Undirected,83
3052,b,Undirected,109
3053,b,Undirected,124
3054,b,Undirected,233
3055,b,Undirected,632
3056,b,Undirected,303
3057,b,Undirected,438
3058,b,Undirected,244
3059,b,Undirected,261
3060,b,Undirected,375
3061,b,Undirected,391
3062,b,Undirected,136
3063,b,Undirected,265
3064,b,Undirected,240
3065,b,Undirected,232
3066,b,Undirected,166
3067,b,Undirected,119
3068,b,Undirected,107
3069,b,Undirected,164
3070,b,Undirected,430
3071,b,Undirected,1068
3072,b,Undirected,792
3073,b,Undirected,3419
3074,b,Undirected,498
3075,b,Undirected,139
3076,b,Undirected,660
3077,b,Undirected,929
3078,b,Undirected,420
3079,b,Undirected,943
3080,b,Undirected,501
3081,b,Undirected,892
3082,b,Undirected,432
3083,b,Undirected,1137
3084,b,Undirected,692
3085,b,Undirected,494
3086,b,Undirected,197
3087,b,Undirected,746
3088,b,Undirected,710
3089,b,Undirected,1838
3090,b,Undirected,351
3091,b,Undirected,340
3092,b,Undirected,513
3093,b,Undirected,870
3094,b,Undirected,368
3095,b,Undirected,294
3096,b,Undirected,231
3097,b,Undirected,339
3098,b,Undirected,3730
3099,b,Undirected,846
3100,b,Undirected,571
3101,b,Undirected,387
3102,b,Undirected,343
3103,b,Undirected,314
3104,b,Undirected,1154
3105,b,Undirected,770
3106,b,Undirected,752
3107,b,Undirected,1372
3108,b,Undirected,941
3109,b,Undirected,285
3110,b,Undirected,208
3111,b,Undirected,148
3112,b,Undirected,166
3113,b,Undirected,246
3114,b,Undirected,122
3115,b,Undirected,116
3116,b,Undirected,120
3117,b,Undirected,678
3118,b,Undirected,1265
3119,b,Undirected,711
3120,b,Undirected,612
3121,b,Undirected,384
3122,b,Undirected,309
3123,b,Undirected,233
3124,b,Undirected,1174
3125,b,Undirected,347
3126,b,Undirected,672
3127,b,Undirected,508
3128,b,Undirected,1443
3129,b,Undirected,714
3130,b,Undirected,291
3131,b,Undirected,562
3132,b,Undirected,1218
3133,b,Undirected,758
3134,b,Undirected,277
3135,b,Undirected,253
3136,b,Undirected,226
3137,b,Undirected,219
3138,b,Undirected,165
3139,b,Undirected,201
3140,b,Undirected,369
3141,b,Undirected,1035
3142,b,Undirected,448
3143,b,Undirected,250
3144,b,Undirected,335
3145,b,Undirected,242
3146,b,Undirected,267
3147,b,Undirected,281
3148,b,Undirected,1100
3149,b,Undirected,1029
3150,b,Undirected,774
3151,b,Undirected,196
3152,b,Undirected,152
3153,b,Undirected,506
3154,b,Undirected,300
3155,b,Undirected,230
3156,b,Undirected,603
3157,b,Undirected,147
3158,b,Undirected,247
3159,b,Undirected,415
3160,b,Undirected,201
3161,b,Undirected,134
3162,b,Undirected,261
3163,b,Undirected,1019
3164,b,Undirected,1460
3165,b,Undirected,687
3166,b,Undirected,88
3167,b,Undirected,238
3168,b,Undirected,327
3169,b,Undirected,155
3170,b,Undirected,183
3171,b,Undirected,214
3172,b,Undirected,144
3173,b,Undirected,132
3174,b,Undirected,380
3175,b,Undirected,141
3176,b,Undirected,163
3177,b,Undirected,109
3178,b,Undirected,119
3179,b,Undirected,82
3180,b,Undirected,155
3181,b,Undirected,81
3182,b,Undirected,248
3183,b,Undirected,186
3184,b,Undirected,191
3185,b,Undirected,145
3186,b,Undirected,188
3187,b,Undirected,197
3188,b,Undirected,164
3189,b,Undirected,106
3190,b,Undirected,347
